city,date,fare,ride_id
Richardfort,4/22/2019 3:06,39.74,4.08139E+12
Richardfort,1/31/2019 14:51,43.92,4.06695E+12
South Michelleport,4/1/2019 14:50,28.84,8.84609E+12
Barajasview,1/14/2019 11:00,19.81,2.37626E+12
West Heidi,4/18/2019 20:05,32.74,1.74649E+12
Leahton,3/31/2019 2:08,4.65,2.2042E+12
Port Johnbury,1/7/2019 5:43,19.08,8.83938E+12
Justinberg,5/7/2019 20:22,18.74,6.39565E+12
North Barbara,4/10/2019 17:12,10.94,3.55505E+11
Barajasview,5/6/2019 1:06,17.63,9.23321E+12
Reynoldsfurt,4/12/2019 1:13,21.18,7.47139E+12
West Christopherberg,2/9/2019 12:25,33.97,4.25388E+12
Leahton,2/23/2019 1:19,7.08,3.74445E+12
Simpsonburgh,3/4/2019 11:08,23.33,9.99763E+11
Port Frank,4/5/2019 7:22,14.21,8.36608E+12
West Heidi,4/17/2019 0:03,8.91,7.61713E+12
Robertport,4/24/2019 23:45,19.73,7.44321E+12
Loganberg,5/5/2019 17:29,30.47,7.76926E+12
West Josephberg,3/23/2019 1:43,33.12,2.3354E+12
West Anthony,4/3/2019 1:47,31.6,4.96533E+12
South Michelleport,4/22/2019 2:38,9.72,2.08892E+12
Amandaburgh,4/5/2019 10:22,25.55,8.58142E+12
Justinberg,4/1/2019 23:46,40.87,8.95767E+12
Joneschester,3/10/2019 8:15,27.91,1.27309E+12
Lake Scottton,1/11/2019 19:18,31.31,9.30578E+12
Rodneyfort,3/24/2019 19:06,31.41,8.2742E+11
Pattyland,4/25/2019 14:57,44.39,1.7237E+12
Jerryton,2/28/2019 1:14,36.87,3.09106E+12
Lake Scottton,4/11/2019 4:26,22.03,2.02682E+12
Grahamburgh,4/29/2019 21:20,13.59,3.2007E+12
South Latoya,3/29/2019 22:54,5.93,2.6243E+12
Liumouth,3/27/2019 12:12,44.27,9.81646E+11
Hurleymouth,3/2/2019 11:43,34.65,9.38045E+12
West Angela,2/15/2019 8:01,44.12,1.96212E+12
Reynoldsfurt,3/14/2019 16:29,35.65,9.90709E+12
Port Johnbury,3/29/2019 3:22,14.54,3.76124E+12
North Jason,2/15/2019 14:32,17.35,6.04176E+12
North Madeline,4/15/2019 10:02,37.6,3.89526E+12
Simpsonburgh,2/15/2019 9:18,4.63,60590634054
Hurleymouth,2/13/2019 17:32,25.72,8.76149E+12
West Robert,3/7/2019 6:32,4.28,2.03078E+12
North Jasmine,4/1/2019 4:31,28.04,5.01238E+12
North Jason,4/5/2019 20:10,32.18,3.37355E+12
South Jack,2/1/2019 11:28,26.72,5.06217E+12
West Heidi,2/9/2019 19:23,39.76,5.5229E+12
West Anthony,4/6/2019 2:25,14.3,7.57196E+12
West Ericstad,3/21/2019 9:28,18.24,4.60295E+12
West Samuelburgh,2/27/2019 6:43,32.73,5.61598E+12
New Jacobville,4/9/2019 8:47,4.95,4.49374E+12
Carriemouth,2/21/2019 15:09,23.48,4.75731E+12
Christopherfurt,3/18/2019 9:24,7.45,4.45122E+12
South Phillip,1/16/2019 3:42,7.08,8.45568E+12
Grahamburgh,1/28/2019 15:40,44.91,2.58537E+11
Christopherfurt,3/25/2019 20:35,23.38,4.99819E+11
Robertport,4/27/2019 12:31,41.48,6.46459E+12
Justinberg,4/26/2019 8:12,7.68,1.06865E+12
Port Frank,4/5/2019 15:44,36.08,3.45798E+11
New Jacobville,4/13/2019 1:18,43.98,9.4486E+12
North Jasmine,2/1/2019 20:17,8.09,4.15938E+11
Valentineton,3/18/2019 7:07,36.04,8.73223E+12
Huntermouth,1/6/2019 20:23,28.74,6.5421E+11
South Jack,3/8/2019 8:55,17.17,8.79096E+12
New Paulton,3/15/2019 4:48,4.6,9.74146E+12
Williamsstad,4/21/2019 23:26,26.99,8.56256E+12
Jerryton,1/6/2019 12:30,27.71,9.04474E+12
Deanville,1/4/2019 13:30,4.56,6.42311E+12
South Evanton,3/22/2019 5:26,6.58,8.37719E+12
New Kimberlyborough,4/29/2019 7:38,9.08,3.17192E+12
Hurleymouth,3/24/2019 12:04,8.77,8.27479E+12
North Barbara,4/1/2019 0:20,31.72,9.78616E+12
West Angela,2/22/2019 2:22,19.44,3.79496E+12
Karenside,3/15/2019 15:11,31.89,5.43826E+12
South Phillip,5/1/2019 23:05,38.46,3.43854E+12
South Karenland,5/8/2019 11:38,19.77,7.83716E+12
Royland,2/21/2019 22:19,5.95,8.41947E+12
South Phillip,1/20/2019 17:35,24,7.33538E+12
South Phillip,5/2/2019 1:04,24.23,1.22973E+11
West Gabriel,3/9/2019 4:39,14.41,8.73618E+12
South Karenland,1/14/2019 2:07,24.71,8.61231E+12
Robertport,4/27/2019 10:55,11.42,9.22956E+12
Roberthaven,2/12/2019 7:58,37,4.69588E+12
West Christopherberg,1/11/2019 21:37,44.76,2.73682E+12
Robertport,3/21/2019 5:48,8.2,3.39977E+12
West Anthony,2/7/2019 16:55,33.51,4.16312E+12
New Kimberlyborough,2/9/2019 13:28,6.43,6.44715E+12
Loganberg,2/2/2019 23:09,7.12,1.2735E+12
West Samuelburgh,1/11/2019 1:36,25.07,1.50842E+11
New Kimberlyborough,4/24/2019 18:35,28.87,7.93708E+12
Roberthaven,4/25/2019 14:14,22.75,7.37017E+12
Barajasview,4/3/2019 15:25,44.15,9.59616E+12
Royland,2/22/2019 22:46,10.19,8.89872E+12
Rogerston,3/14/2019 14:43,10.29,7.43476E+12
Christopherfurt,2/12/2019 14:24,11.7,8.49351E+12
West Gabriel,2/20/2019 6:07,8.44,6.91241E+12
South Karenland,4/18/2019 13:07,8.56,7.55792E+12
Williamsview,4/26/2019 0:30,20.89,2.56503E+12
Deanville,3/5/2019 9:44,42.79,3.62495E+12
West Samuelburgh,1/16/2019 3:43,14.93,5.01861E+11
North Barbara,2/14/2019 11:29,4.11,7.67696E+12
Christopherfurt,3/10/2019 7:36,22.65,5.00464E+12
Jerryton,2/1/2019 16:39,37.7,9.58045E+12
South Latoya,2/9/2019 20:42,12.17,9.00632E+12
South Latoya,3/4/2019 12:20,5.04,9.8774E+12
West Gabriel,3/17/2019 4:22,15.95,9.29707E+12
Lake Jonathanshire,1/23/2019 21:43,21.11,7.71147E+12
North Jasmine,2/10/2019 20:19,31.38,4.7468E+12
Raymondhaven,4/15/2019 12:15,6.74,6.81407E+12
Port Johnbury,3/25/2019 2:17,41.61,8.06055E+12
North Barbara,1/17/2019 18:14,18.27,3.78378E+11
New Kimberlyborough,1/27/2019 14:49,23.09,5.57554E+12
Carriemouth,2/26/2019 5:24,19.05,1.9546E+12
West Samuelburgh,2/5/2019 21:02,31.94,6.73338E+12
Martinezhaven,2/17/2019 21:48,34.27,2.34041E+11
North Barbara,4/30/2019 5:22,28.89,3.28092E+12
Valentineton,2/8/2019 19:05,36.23,6.6674E+12
West Robert,2/9/2019 5:16,26.1,18586563147
Roberthaven,4/7/2019 16:53,13.4,4.90174E+12
West Gabriel,4/20/2019 5:31,23.69,4.90612E+12
Karenberg,2/18/2019 19:28,44.08,7.21687E+12
Rogerston,3/8/2019 3:46,17.81,8.56469E+12
West Angela,1/12/2019 1:55,20.46,5.24131E+12
New Kimberlyborough,4/1/2019 12:09,10.76,9.12831E+12
Justinberg,2/20/2019 15:05,31.31,9.20163E+12
South Michelleport,1/2/2019 0:56,37.34,7.66098E+12
South Evanton,1/11/2019 11:02,39.99,9.38941E+12
Johnton,4/11/2019 13:41,33.12,7.2261E+12
Grahamburgh,4/3/2019 13:27,5.09,8.56329E+12
Rogerston,2/16/2019 2:04,20.64,8.14712E+12
South Karenland,4/21/2019 11:42,7.44,3.54676E+12
North Barbara,3/8/2019 9:24,29.15,96327208793
Jerryton,3/20/2019 1:28,15.37,9.31768E+11
West Christopherberg,4/25/2019 6:22,35.39,7.47724E+12
South Jack,2/13/2019 9:20,32.64,8.80719E+11
Port Samanthamouth,1/28/2019 23:59,15.49,3.26708E+12
New Paulton,3/29/2019 19:12,43.79,7.06918E+12
Carriemouth,4/18/2019 17:01,37.63,7.73687E+12
North Jasmine,2/27/2019 1:34,35.31,9.25035E+12
Rogerston,1/16/2019 8:38,31.34,1.32229E+11
Port David,2/3/2019 1:11,21.2,5.71426E+11
Williamsview,4/11/2019 20:41,33.68,2.74358E+12
South Evanton,4/26/2019 4:37,42.99,4.02195E+12
South Evanton,3/25/2019 15:50,23.48,4.59571E+12
Port David,4/7/2019 23:44,39.51,5.95526E+12
West Christopherberg,2/8/2019 23:04,14.22,3.72559E+12
New Paulton,3/19/2019 23:42,40.2,8.20067E+12
Leahton,2/4/2019 8:07,15.37,9.58833E+12
Valentineton,4/28/2019 9:10,5.73,2.11077E+11
Port David,3/14/2019 9:28,9.22,3.63609E+12
West Robert,2/12/2019 1:20,14.8,8.06183E+12
Valentineton,1/2/2019 1:46,34.79,6.36435E+12
Port Johnbury,2/20/2019 4:27,27.1,3.55937E+12
Richardfort,3/4/2019 22:13,14.83,9.47411E+12
Karenberg,1/8/2019 13:51,9.5,1.45291E+12
West Robert,3/14/2019 15:25,18.28,4.58273E+12
New Paulville,2/15/2019 23:58,28.18,2.04263E+12
West Patrickchester,5/3/2019 1:24,44.85,9.42108E+12
Loganberg,4/3/2019 9:30,5.16,9.23486E+12
Pattyland,5/2/2019 20:17,4.23,1.65885E+11
West Christopherberg,2/20/2019 15:23,26.9,1.2419E+12
Leahton,2/5/2019 18:06,8.38,5.89552E+12
Richardfort,3/28/2019 19:33,7.75,5.53906E+12
West Anthony,3/11/2019 12:23,41.37,1.13382E+12
East Kaylahaven,4/17/2019 0:28,41.19,6.32034E+11
Williamsstad,4/1/2019 17:37,16.83,1.5169E+12
South Phillip,2/12/2019 22:04,23.69,3.66762E+12
West Samuelburgh,1/18/2019 10:57,16.96,3.93667E+12
Royland,3/24/2019 10:24,10.05,2.95667E+12
Justinberg,1/24/2019 10:16,8.83,1.86337E+12
Karenberg,1/30/2019 10:51,8.79,3.83247E+12
North Markport,4/9/2019 14:55,20.23,2.5806E+12
Roberthaven,3/17/2019 14:48,26.71,9.35152E+12
Royland,1/11/2019 14:23,43.07,7.58051E+11
Hurleymouth,1/31/2019 2:49,19.23,9.53734E+12
Roberthaven,4/22/2019 4:12,31.29,4.10482E+12
Grahamburgh,3/16/2019 10:03,30.66,4.73969E+12
Johnton,4/26/2019 17:02,4.63,3.43531E+12
Huntermouth,5/7/2019 8:47,25.83,9.61632E+11
Pattyland,3/19/2019 20:41,18.17,9.39478E+12
West Robert,4/16/2019 16:16,25.65,3.59878E+12
Leahton,4/13/2019 10:54,18.25,6.16038E+12
Port Frank,4/18/2019 0:39,33.73,2.26274E+12
Port Frank,2/28/2019 7:39,33.83,1.26373E+12
West Josephberg,3/8/2019 21:57,9.54,8.12252E+12
Grahamburgh,2/8/2019 13:28,10.63,3.65433E+12
Williamsstad,5/6/2019 19:34,26.43,8.9879E+12
North Barbara,3/27/2019 9:44,33.4,5.61623E+12
South Phillip,4/17/2019 18:42,42.3,1.29583E+12
Erikaland,2/5/2019 4:51,14.13,9.87719E+12
Port Samanthamouth,1/19/2019 19:54,38.58,2.62771E+12
North Jasmine,4/21/2019 15:15,5.31,2.97864E+12
West Gabriel,4/27/2019 0:34,37.74,7.63591E+12
Rodneyfort,2/6/2019 11:01,27.87,9.79196E+12
New Paulton,4/27/2019 23:26,19.06,2.00115E+11
Hurleymouth,4/22/2019 2:31,9.14,5.56389E+12
South Phillip,3/2/2019 7:23,30.62,4.97935E+12
West Ericstad,1/25/2019 20:18,23.27,2.12808E+12
Port Samanthamouth,3/20/2019 5:48,36.7,8.18658E+11
West Josephberg,1/17/2019 5:32,7.87,2.30052E+12
Port Angela,3/10/2019 19:24,43.18,1.88976E+12
West Gabriel,4/25/2019 14:28,10.86,8.50153E+12
Hurleymouth,2/15/2019 2:10,42.61,9.952E+12
Jerryton,4/18/2019 6:08,42.8,2.66288E+12
Lake Danielberg,2/9/2019 19:09,10.62,9.24172E+12
South Phillip,1/14/2019 18:26,41.66,2.77317E+12
West Robert,3/28/2019 15:00,35.88,2.84546E+12
New Kimberlyborough,4/28/2019 12:48,33.35,9.50164E+12
New Paulville,5/2/2019 18:20,12.08,6.16282E+11
West Josephberg,4/30/2019 14:45,40.08,5.40556E+12
Erikaland,3/17/2019 16:51,39.58,6.42263E+12
North Madeline,4/8/2019 20:26,25.79,9.44148E+12
West Heidi,4/6/2019 21:40,23.41,9.7868E+12
Reynoldsfurt,2/2/2019 2:52,29.07,1.86421E+12
South Latoya,1/18/2019 6:04,5.69,7.01359E+11
Amandaburgh,3/7/2019 2:26,18.76,3.41945E+12
West Josephberg,1/20/2019 1:27,38.39,4.39773E+12
Lake Jonathanshire,1/29/2019 0:19,41.05,6.64969E+12
West Anthony,4/18/2019 23:10,31.16,8.47826E+12
Raymondhaven,4/6/2019 13:52,30.36,8.73307E+12
Hurleymouth,1/11/2019 12:59,37.44,7.88363E+12
Roberthaven,1/28/2019 10:23,21.72,7.32997E+12
New Paulville,4/29/2019 23:05,14.59,3.63377E+12
Robertport,3/26/2019 22:47,13.34,5.44815E+12
Port Frank,1/19/2019 13:08,4.86,5.0846E+12
Rogerston,3/26/2019 4:27,13.97,2.81992E+12
Liumouth,1/16/2019 21:55,6.02,3.85218E+12
Lake Danielberg,1/21/2019 12:52,14.09,9.56831E+12
West Josephberg,3/21/2019 15:44,6.13,2.30387E+12
Leahton,1/15/2019 2:30,21.95,1.79552E+12
Huntermouth,4/3/2019 7:02,29.88,8.96762E+12
Lake Danielberg,5/3/2019 15:35,19.97,5.54189E+11
Loganberg,2/21/2019 13:09,7.49,6.41484E+11
North Madeline,2/16/2019 15:06,37.75,1.4536E+12
Hurleymouth,4/9/2019 9:17,20.31,2.51159E+12
Port Johnbury,3/30/2019 20:43,19.48,5.13784E+12
Royland,5/7/2019 14:58,36.22,2.53803E+12
Richardfort,2/14/2019 3:27,44.11,2.50386E+12
Johnton,1/25/2019 13:17,28.14,7.11047E+12
North Jason,4/12/2019 6:19,33.12,1.71399E+12
South Phillip,1/5/2019 17:50,41.55,8.82568E+12
Reynoldsfurt,1/21/2019 16:07,25.19,1.03322E+12
West Ericstad,4/12/2019 12:08,27.69,4.56796E+12
Richardfort,4/27/2019 11:59,30.31,6.10645E+12
West Heidi,4/22/2019 0:38,8.89,5.4084E+12
Johnton,3/4/2019 10:30,36.76,3.27329E+12
West Angela,1/2/2019 9:28,19.81,9.73997E+12
Leahton,2/28/2019 20:02,31.01,2.1165E+12
Johnton,4/11/2019 14:40,16.63,7.24846E+12
Port David,1/21/2019 2:29,32.92,8.57957E+11
New Kimberlyborough,4/1/2019 4:31,35.11,8.27582E+12
Port Frank,2/26/2019 5:03,25.18,7.2808E+12
Barajasview,1/24/2019 5:58,9.21,1.84107E+12
South Phillip,4/21/2019 10:31,32.85,2.75233E+12
North Jasmine,4/3/2019 13:15,19.66,9.20612E+12
New Kimberlyborough,3/13/2019 9:48,14.84,1.83917E+12
North Jasmine,1/5/2019 16:39,26.72,3.66906E+12
Reynoldsfurt,2/13/2019 10:29,7.43,5.24443E+12
North Barbara,5/5/2019 15:15,38.15,2.56007E+11
South Karenland,4/23/2019 9:19,12.34,9.18579E+12
North Jasmine,4/17/2019 7:34,22.41,4.19804E+12
East Kaylahaven,2/16/2019 21:02,34.42,7.99961E+12
West Samuelburgh,3/7/2019 20:34,34.22,1.12957E+12
Richardfort,3/3/2019 11:57,11.42,2.91608E+12
West Heidi,2/19/2019 21:08,7.64,8.96613E+12
Raymondhaven,5/8/2019 4:39,18.45,1.81157E+12
North Markport,4/29/2019 11:39,19.8,1.83902E+12
New Paulton,2/17/2019 8:20,37.44,7.42967E+12
Karenside,1/25/2019 3:33,19.6,4.71696E+12
South Jack,3/3/2019 9:00,29.88,2.15339E+12
South Michelleport,1/20/2019 5:30,34.72,6.38794E+12
North Jason,4/1/2019 14:43,40.45,1.1017E+12
Joneschester,1/26/2019 19:19,13.77,6.67814E+12
Amandaburgh,1/2/2019 9:57,33.06,6.33066E+12
North Jason,3/28/2019 18:03,42.75,4.27168E+12
Roberthaven,1/28/2019 22:09,28.11,6.2282E+12
South Karenland,2/13/2019 3:55,24.16,3.27462E+12
Rogerston,1/23/2019 18:16,21.64,3.8497E+12
Robertport,2/14/2019 4:42,18.38,9.07293E+12
West Samuelburgh,1/6/2019 13:23,11.01,73344113439
New Paulton,4/6/2019 16:21,38.8,8.52323E+12
Port Johnbury,4/12/2019 3:43,8.42,39663640391
South Karenland,5/3/2019 16:09,19.69,2.54283E+12
Liumouth,3/22/2019 20:35,39.96,6.1625E+12
South Evanton,4/29/2019 13:54,5.16,3.14703E+11
Huntermouth,4/20/2019 9:38,23.65,3.49602E+12
Simpsonburgh,4/26/2019 22:20,29.22,4.45263E+12
Valentineton,2/17/2019 5:51,21.74,4.88223E+12
Deanville,1/12/2019 7:32,39.45,4.19668E+11
South Karenland,4/27/2019 16:20,6.62,9.44045E+12
Lake Jonathanshire,3/22/2019 14:33,18.72,4.67597E+12
East Kaylahaven,3/1/2019 15:07,23.45,3.21997E+12
Port David,4/12/2019 5:32,35.51,2.98869E+12
West Gabriel,1/30/2019 15:37,25.64,3.45871E+12
South Evanton,2/13/2019 16:46,44.33,3.93348E+12
Richardfort,1/13/2019 10:08,25.81,9.11091E+12
North Madeline,4/4/2019 6:42,25.38,6.90704E+12
South Evanton,4/6/2019 16:41,9.3,1.03705E+12
Royland,2/18/2019 2:03,8.32,5.21311E+12
Hurleymouth,1/7/2019 15:53,20.01,4.46237E+12
West Anthony,4/8/2019 6:21,20.83,9.5823E+12
Martinezhaven,2/14/2019 2:51,27.16,2.199E+12
North Jasmine,1/21/2019 21:00,33.06,4.26301E+12
Carriemouth,4/15/2019 8:00,40.03,2.66793E+12
Lake Scottton,1/21/2019 4:20,21.81,2.94152E+11
Hurleymouth,1/17/2019 17:07,24.86,9.29534E+12
North Barbara,3/17/2019 17:07,6.12,5.47694E+12
Royland,4/23/2019 1:14,40.39,3.38532E+11
North Jason,1/12/2019 19:19,9.97,8.00061E+12
West Ericstad,1/27/2019 4:30,29.05,7.59945E+12
Joneschester,3/13/2019 6:10,27.79,1.26445E+12
North Madeline,5/3/2019 0:07,16.44,2.12158E+11
Loganberg,2/18/2019 11:58,23.98,9.36901E+12
West Patrickchester,4/7/2019 17:41,33.9,3.85913E+12
Justinberg,4/4/2019 23:19,19.38,3.73396E+12
Lake Jonathanshire,4/16/2019 20:26,32.47,1.01387E+12
Karenside,3/4/2019 20:36,25.21,9.10796E+12
North Madeline,2/4/2019 18:56,9.84,9.47983E+12
West Josephberg,3/30/2019 1:27,25.19,7.57579E+12
West Christopherberg,5/1/2019 12:39,39.8,5.35029E+12
Lake Scottton,4/19/2019 21:32,37.67,5.48729E+12
Simpsonburgh,5/4/2019 11:41,33.11,2.86086E+12
South Karenland,1/23/2019 5:56,22.54,9.06736E+11
South Evanton,2/26/2019 6:48,7.81,7.41939E+11
New Paulville,1/2/2019 20:52,33.08,2.36854E+12
Carriemouth,3/8/2019 9:53,37.81,7.35066E+12
North Madeline,3/1/2019 4:34,20.8,1.5751E+12
West Heidi,1/17/2019 9:28,24.19,8.7981E+12
Amandaburgh,1/13/2019 16:04,23.35,9.97508E+12
Valentineton,3/6/2019 4:48,38.88,2.76294E+12
South Phillip,3/23/2019 16:36,40.07,2.30785E+12
West Angela,2/22/2019 4:05,23.09,5.99167E+12
Erikaland,4/25/2019 11:18,34.05,5.67382E+12
Loganberg,4/23/2019 9:19,32.4,2.44843E+12
West Heidi,1/1/2019 5:23,10.75,6.57151E+12
South Michelleport,1/27/2019 13:10,30.16,3.94853E+12
Christopherfurt,3/15/2019 10:22,34.09,1.26452E+12
North Markport,4/6/2019 2:16,18.15,7.26861E+12
West Anthony,2/10/2019 9:16,38.54,8.95001E+12
South Phillip,4/16/2019 22:02,24.63,7.8609E+12
South Phillip,1/7/2019 2:17,6.54,1.97654E+11
Williamsview,3/2/2019 22:23,25.15,5.05061E+12
Port Frank,1/5/2019 18:22,35.35,1.91878E+12
West Angela,3/18/2019 15:57,13.06,7.20662E+12
Liumouth,4/14/2019 14:58,25.28,7.89175E+12
Port Frank,5/3/2019 20:22,21.11,9.06392E+12
Jerryton,3/4/2019 14:14,22.91,3.49891E+12
Richardfort,3/6/2019 12:53,8.28,5.1276E+12
Lake Danielberg,1/14/2019 22:04,24.14,7.95889E+12
South Evanton,1/17/2019 2:00,34.55,3.37326E+12
Williamsview,1/25/2019 0:47,41.17,4.83888E+12
South Jack,1/29/2019 20:13,43.12,6.0467E+12
Justinberg,2/13/2019 23:56,10.18,3.14351E+12
Liumouth,4/29/2019 6:57,23.99,8.19442E+11
South Jack,1/9/2019 20:31,21.13,6.05592E+12
South Michelleport,3/29/2019 8:33,11.06,9.97982E+12
Hurleymouth,2/23/2019 1:34,31.97,1.99008E+12
West Samuelburgh,2/22/2019 22:11,17.35,3.94301E+12
North Barbara,4/9/2019 17:12,6.68,2.53541E+12
Royland,1/20/2019 12:13,6.66,4.29234E+12
Lake Scottton,4/8/2019 11:19,44.03,9.0529E+12
Raymondhaven,4/30/2019 19:54,29.84,7.62828E+12
Lake Scottton,5/8/2019 13:10,18.04,5.61626E+12
Martinezhaven,5/7/2019 5:55,6.89,3.26625E+12
Lake Scottton,2/8/2019 17:29,34.95,7.92883E+12
Richardfort,2/5/2019 16:12,42.22,4.05109E+12
West Josephberg,4/11/2019 3:53,18.65,6.03478E+12
New Paulville,3/5/2019 15:43,23.75,9.55803E+12
South Phillip,5/7/2019 2:52,36.51,2.37346E+12
South Karenland,3/22/2019 4:17,15.54,1.30552E+12
Valentineton,1/22/2019 2:15,17.74,6.34895E+12
South Evanton,5/7/2019 12:30,34.03,3.18259E+12
Pattyland,4/19/2019 12:57,4.55,6.86369E+12
Port Samanthamouth,3/15/2019 9:03,5.62,6.91179E+12
East Kaylahaven,1/11/2019 10:41,8.02,9.77856E+12
North Madeline,2/27/2019 11:42,36.87,9.53191E+12
Richardfort,4/4/2019 15:04,16.35,6.07791E+12
South Michelleport,2/11/2019 8:12,28.03,3.12931E+12
Port Johnbury,1/21/2019 5:10,32.68,2.77259E+11
Liumouth,1/18/2019 15:26,20.68,9.84552E+11
South Evanton,4/8/2019 1:01,5.62,1.33603E+12
Richardfort,3/5/2019 16:00,4.85,3.29154E+12
New Jacobville,2/7/2019 11:07,26.09,3.5177E+12
East Kaylahaven,2/4/2019 2:25,38.13,2.8893E+12
Williamsstad,1/20/2019 18:47,18.79,5.02316E+12
Lake Jonathanshire,4/11/2019 19:49,25.92,8.53381E+12
Port Samanthamouth,4/25/2019 3:29,9.44,4.79395E+12
South Karenland,3/30/2019 1:56,20.21,2.90344E+12
West Christopherberg,3/10/2019 22:42,7.98,5.72936E+12
Lake Scottton,3/29/2019 13:33,35.36,3.70631E+12
East Kaylahaven,1/24/2019 16:52,31.4,7.43041E+12
Raymondhaven,4/4/2019 6:46,41.45,2.8932E+12
Port Frank,3/19/2019 15:21,22.63,9.90838E+12
New Paulville,4/24/2019 2:25,13.32,8.56432E+12
Karenberg,4/30/2019 21:38,5.7,7.64452E+12
Barajasview,3/24/2019 6:34,12.24,7.66512E+11
North Jason,2/10/2019 6:34,25.36,8.59485E+12
Barajasview,4/18/2019 8:44,12.35,6.12226E+12
New Kimberlyborough,4/3/2019 20:23,33.74,6.32906E+12
West Samuelburgh,1/31/2019 17:10,9.67,8.85167E+12
West Heidi,3/21/2019 0:26,9.06,6.61875E+12
Port Frank,1/16/2019 22:42,11.97,8.71133E+12
West Samuelburgh,4/8/2019 12:38,14.52,2.48052E+12
West Gabriel,5/1/2019 4:34,8.67,4.25758E+11
Loganberg,4/18/2019 11:16,16.36,4.72884E+12
West Josephberg,5/7/2019 10:11,29.66,2.61962E+11
South Michelleport,2/2/2019 11:56,12.77,1.40738E+12
Christopherfurt,4/14/2019 3:24,39.91,2.53266E+11
Justinberg,4/14/2019 23:08,7.75,8.86006E+12
South Michelleport,3/12/2019 9:06,25.1,7.10908E+12
West Angela,4/10/2019 17:06,31.03,3.52434E+12
South Karenland,2/2/2019 14:50,10.54,4.51104E+12
Carriemouth,5/4/2019 10:28,41.54,1.10233E+12
Pattyland,1/9/2019 8:20,41.04,3.5255E+12
West Samuelburgh,3/4/2019 12:38,28.18,9.68455E+12
North Barbara,2/3/2019 23:57,11.54,5.81443E+12
Jerryton,2/20/2019 18:45,28.24,4.14722E+12
Leahton,3/6/2019 20:26,14.87,3.83989E+12
North Jasmine,2/6/2019 19:23,9.12,3.92898E+12
South Karenland,1/3/2019 6:18,39.16,5.4886E+12
Grahamburgh,3/19/2019 14:30,33.14,4.37743E+12
West Robert,3/29/2019 4:22,17.53,8.3367E+12
Williamsview,2/18/2019 2:31,18.75,4.14843E+12
Barajasview,1/4/2019 9:32,12.25,1.65711E+12
Williamsview,1/1/2019 14:40,5.42,5.67617E+12
West Ericstad,2/5/2019 15:30,30.89,2.46403E+12
Lake Danielberg,1/5/2019 17:44,28.79,9.79209E+12
Barajasview,3/29/2019 1:02,29.55,3.83835E+12
Liumouth,3/3/2019 5:13,26.6,4.27897E+12
West Patrickchester,3/6/2019 0:02,31.33,2.57412E+12
Lake Scottton,1/13/2019 13:34,24.81,3.95503E+11
Liumouth,1/4/2019 21:06,34.77,8.50062E+12
Williamsstad,1/3/2019 10:03,17.16,28294640252
Lake Danielberg,2/4/2019 17:32,24.49,8.59545E+11
Justinberg,2/28/2019 21:39,14.4,1.13186E+12
Jerryton,3/7/2019 5:24,15.82,8.11235E+12
New Jacobville,3/12/2019 14:47,28.12,3.35477E+12
Loganberg,1/3/2019 6:49,34.42,2.37725E+11
West Patrickchester,3/2/2019 20:29,25.28,8.92071E+12
South Evanton,1/2/2019 6:55,16.96,9.4077E+12
North Markport,5/4/2019 15:30,28.93,1.47166E+12
Port Angela,4/2/2019 22:13,25.84,8.02244E+12
Richardfort,4/14/2019 11:56,43.01,7.63601E+12
Rogerston,1/27/2019 19:45,13.4,9.76436E+12
East Kaylahaven,2/11/2019 21:07,4.75,9.78298E+12
Raymondhaven,2/28/2019 5:23,21.78,1.85383E+12
Loganberg,2/20/2019 9:42,41.16,4.36066E+12
South Jack,2/17/2019 9:55,18.08,3.66666E+12
West Ericstad,5/5/2019 0:44,7.76,8.379E+12
Port Frank,2/21/2019 18:44,19.81,2.18514E+12
Simpsonburgh,1/23/2019 20:35,39.95,1.10866E+12
Simpsonburgh,1/8/2019 5:59,13.01,9.41335E+12
South Evanton,2/8/2019 18:08,38.21,56240519093
Loganberg,3/30/2019 21:22,40.8,3.17202E+12
New Paulville,3/8/2019 15:08,18.35,3.73613E+12
East Kaylahaven,4/30/2019 8:22,37.41,1.75979E+12
West Gabriel,1/31/2019 2:31,6.8,1.04228E+12
South Phillip,3/15/2019 8:24,22.28,6.02373E+12
Richardfort,1/21/2019 23:20,10.91,3.56761E+12
Williamsview,3/22/2019 22:31,15.85,8.54953E+12
West Patrickchester,2/16/2019 2:15,12.15,9.17737E+12
North Jason,5/7/2019 20:05,24.2,3.91568E+12
Karenberg,4/13/2019 5:14,23.73,4.05641E+11
East Kaylahaven,3/24/2019 13:53,32.21,6.71006E+12
Lake Jonathanshire,4/9/2019 21:41,15.96,5.77276E+11
Williamsstad,3/12/2019 11:08,13.79,5.77164E+12
Deanville,1/28/2019 3:13,31.65,6.4977E+11
South Latoya,2/25/2019 23:06,25.87,4.91156E+12
South Karenland,2/26/2019 13:01,38.05,4.45164E+11
Justinberg,1/27/2019 7:35,28.41,3.49488E+12
South Michelleport,4/21/2019 15:29,36.47,3.39469E+12
Lake Jonathanshire,1/16/2019 9:27,26.27,3.26766E+12
Jerryton,3/25/2019 12:14,9.64,9.4837E+12
Grahamburgh,2/23/2019 14:58,41.98,3.68757E+12
